date,actor1,actor2,goldstein_code,issue,sentence_number,no_idea,goldstein_score,event_description,modality,polarity,subjectivity,orignal_text,num
19090401,"""MORE""","""I""",040,,middlemarch_sent3378_0,NULL,1.0,"consult, not specified below",0.297619047619,0.175,0.6,"""I wish you would talk more to the Captain at dinner, Tertius,"" said Rosamond, one evening when the important guest was gone to Loamford to see some brother officers stationed there.  ""You really look so absent sometimes--you seem to be seeing through his head into something behind it, instead of looking at him.""",27
19100115,"""HER WORDS""","""HIM""",020,,middlemarch_sent3667_0,NULL,3.0,"appeal, not specified below",0.583333333333,-0.2,0.888888888889,"She put out her hand, and Will took it for an instant without speaking, for her words had seemed to him cruelly cold and unlike herself.  Their eyes met, but there was discontent in his, and in hers there was only sadness.  He turned away and took his portfolio under his arm.",28
19100115,"""HER WORDS""","""EYES""",040,,middlemarch_sent3667_0,NULL,1.0,"consult, not specified below",0.583333333333,-0.2,0.888888888889,"She put out her hand, and Will took it for an instant without speaking, for her words had seemed to him cruelly cold and unlike herself.  Their eyes met, but there was discontent in his, and in hers there was only sadness.  He turned away and took his portfolio under his arm.",29
19100109,"""HER SILENCE.HIS MIND""","""HER""",010,,middlemarch_sent3661_0,NULL,0.0,"make statement, not specified below",0.229166666667,0.20625,0.635416666667,"Will was not surprised at her silence.  His mind also was tumultuously busy while he watched her, and he was feeling rather wildly that something must happen to hinder their parting--some miracle, clearly nothing in their own deliberate speech.  Yet, after all, had she any love for him?--he could not pretend to himself that he would rather believe her to be without that pain.  He could not deny that a secret longing for the assurance that she loved him was at the root of all his words.",30
19010313,"""I""","""ME""",051,,middlemarch_sent437_0,NULL,3.4,praise or endorse,0.0,0.107142857143,0.514285714286,"""Now, my dear Dorothea, I wish you to favor me by pointing out which room you would like to have as your boudoir,"" said Mr. Casaubon, showing that his views of the womanly nature were sufficiently large to include that requirement.",31
19101205,"""I""","""IT""",012,,middlemarch_sent3991_0,NULL,-0.4,make pessimistic comment,0.442307692308,0.078125,0.59375,"""Why should I have said it if I didn't mean it?  I am in no fear of you.  Such tales as that will never tempt my tongue.""",32
19110805,"""SUCH MEN""","""GOOD WIVES""",173,,middlemarch_sent4234_0,NULL,-5.0,"arrest, detain, or charge with legal action",0.5,0.35,0.55,"""Yes, I think myself it is an encouragement to crime if such men are to be taken care of and waited on by good wives,"" said Mrs. Tom Toller.",33
19120523,"""YOU""","""HER""",010,,middlemarch_sent4526_0,NULL,0.0,"make statement, not specified below",0.535714285714,0.35,0.35,"""Well, Rosy,"" he said, standing over her, and touching her hair, ""what do you think of Mrs. Casaubon now you have seen so much of her?""",34
19120524,"""HER SO""","""SHE""",046,,middlemarch_sent4527_0,NULL,7.0,engage in negotiation,0.694444444444,0.708333333333,0.666666666667,"""I think she must be better than any one,"" said Rosamond, ""and she is very beautiful.  If you go to talk to her so often, you will be more discontented with me than ever!""",35
19120524,"""SHE""","""HER SO""",046,,middlemarch_sent4527_0,NULL,7.0,engage in negotiation,0.694444444444,0.708333333333,0.666666666667,"""I think she must be better than any one,"" said Rosamond, ""and she is very beautiful.  If you go to talk to her so often, you will be more discontented with me than ever!""",36
19050122,"""I""","""ANYTHING""",016,,middlemarch_sent1848_0,NULL,-2.0,deny responsibility,0.519230769231,0.0,0.5,"""I cannot touch your iron chest or your will.  I must refuse to do anything that might lay me open to suspicion.""",37
19070709,"""HER""","""DOROTHEA""",043,,middlemarch_sent2746_0,NULL,2.8,host a visit,0.0714285714286,0.318181818182,0.477272727273,Dorothea was not taken by surprise: many incidents had been leading her to the conjecture of some intention on her husband's part which might make a new yoke for her.  She did not answer immediately.,38
19070709,"""DOROTHEA""","""HER""",042,,middlemarch_sent2746_0,NULL,1.9,make a visit,0.0714285714286,0.318181818182,0.477272727273,Dorothea was not taken by surprise: many incidents had been leading her to the conjecture of some intention on her husband's part which might make a new yoke for her.  She did not answer immediately.,39
19070709,"""DOROTHEA""","""SURPRISE""",173,,middlemarch_sent2746_0,NULL,-5.0,"arrest, detain, or charge with legal action",0.0714285714286,0.318181818182,0.477272727273,Dorothea was not taken by surprise: many incidents had been leading her to the conjecture of some intention on her husband's part which might make a new yoke for her.  She did not answer immediately.,40
19050117,"""SHE""","""THE OLD MAN""",046,,middlemarch_sent1843_0,NULL,7.0,engage in negotiation,0.361111111111,0.2,0.316666666667,"The old man listened with a grimace while she spoke, and then said, relaxing his face, ""The more fools they.  You hearken, missy.  It's three o'clock in the morning, and I've got all my faculties as well as ever I had in my life.  I know all my property, and where the money's put out, and everything.  And I've made everything ready to change my mind, and do as I like at the last.  Do you hear, missy?  I've got my faculties.""",41
19050117,"""THE OLD MAN""","""SHE""",046,,middlemarch_sent1843_0,NULL,7.0,engage in negotiation,0.361111111111,0.2,0.316666666667,"The old man listened with a grimace while she spoke, and then said, relaxing his face, ""The more fools they.  You hearken, missy.  It's three o'clock in the morning, and I've got all my faculties as well as ever I had in my life.  I know all my property, and where the money's put out, and everything.  And I've made everything ready to change my mind, and do as I like at the last.  Do you hear, missy?  I've got my faculties.""",42
19050117,"""I""","""ALL MY FACULTIES""",046,,middlemarch_sent1843_0,NULL,7.0,engage in negotiation,0.361111111111,0.2,0.316666666667,"The old man listened with a grimace while she spoke, and then said, relaxing his face, ""The more fools they.  You hearken, missy.  It's three o'clock in the morning, and I've got all my faculties as well as ever I had in my life.  I know all my property, and where the money's put out, and everything.  And I've made everything ready to change my mind, and do as I like at the last.  Do you hear, missy?  I've got my faculties.""",43
19010516,"""A CHURCHILL""","""NO""",010,,middlemarch_sent501_0,NULL,0.0,"make statement, not specified below",0.328125,0.2,0.1,"""Well, you know, he may turn out a Byron, a Chatterton, a Churchill--that sort of thing--there's no telling,"" said Mr. Brooke. ""Shall you let him go to Italy, or wherever else he wants to go?""",44
19010517,"""I""","""HIM""",030,,middlemarch_sent502_0,NULL,4.0,"express intent to cooperate, not specified below",0.607142857143,-0.125,0.6,"""Yes; I have agreed to furnish him with moderate supplies for a year or so; he asks no more.  I shall let him be tried by the test of freedom.""",45
19010517,"""HIM""","""I""",030,,middlemarch_sent502_0,NULL,4.0,"express intent to cooperate, not specified below",0.607142857143,-0.125,0.6,"""Yes; I have agreed to furnish him with moderate supplies for a year or so; he asks no more.  I shall let him be tried by the test of freedom.""",46
19010517,"""THE TEST OF FREEDOM""","""NO MORE.I""",020,,middlemarch_sent502_0,NULL,3.0,"appeal, not specified below",0.607142857143,-0.125,0.6,"""Yes; I have agreed to furnish him with moderate supplies for a year or so; he asks no more.  I shall let him be tried by the test of freedom.""",47
19010519,"""I""","""THAT""",190,,middlemarch_sent504_0,NULL,-10.0,"use conventional military force, not specified below",0.4375,0.475,0.425,"""I suppose it is being engaged to be married that has made you think patience good,"" said Celia, as soon as she and Dorothea were alone together, taking off their wrappings.",48
19091121,"""PLACE""","""WILL LADISLAW""",173,,middlemarch_sent3612_0,NULL,-5.0,"arrest, detain, or charge with legal action",0.453125,-0.0183333333333,0.521666666667,"Perhaps, through all other hidden thoughts, the one that breathed most comfort was, that Will Ladislaw at least was not likely to publish what had taken place that evening.",49
19121216,"""THE TRUTH""","""IT""",036,,middlemarch_sent4733_0,NULL,4.0,express intent to meet or negotiate,0.482142857143,0.0125,0.479166666667,"""Why not?  One lives on them better than on unflattering ones.  If we can't be married in two years, the truth will be quite bad enough when it comes.""",50
19030123,"""HE""","""THE PREDETERMINATION""",120,,middlemarch_sent1118_0,NULL,-4.0,"reject, not specified below",-0.0416666666667,0.175,0.4375," Some weeks passed after this conversation before the question of the chaplaincy gathered any practical import for Lydgate, and without telling himself the reason, he deferred the predetermination on which side he should give his vote.  It would really have been a matter of total indifference to him--that is to say, he would have taken the more convenient side, and given his vote for the appointment of Tyke without any hesitation--if he had not cared personally for Mr. Farebrother.",51
19030123,"""SOME WEEKS""","""ANY PRACTICAL IMPORT""",040,,middlemarch_sent1118_0,NULL,1.0,"consult, not specified below",-0.0416666666667,0.175,0.4375," Some weeks passed after this conversation before the question of the chaplaincy gathered any practical import for Lydgate, and without telling himself the reason, he deferred the predetermination on which side he should give his vote.  It would really have been a matter of total indifference to him--that is to say, he would have taken the more convenient side, and given his vote for the appointment of Tyke without any hesitation--if he had not cared personally for Mr. Farebrother.",52
19030123,"""SOME WEEKS""","""THIS CONVERSATION""",080,,middlemarch_sent1118_0,NULL,5.0,"yield, not specified below",-0.0416666666667,0.175,0.4375," Some weeks passed after this conversation before the question of the chaplaincy gathered any practical import for Lydgate, and without telling himself the reason, he deferred the predetermination on which side he should give his vote.  It would really have been a matter of total indifference to him--that is to say, he would have taken the more convenient side, and given his vote for the appointment of Tyke without any hesitation--if he had not cared personally for Mr. Farebrother.",53
19030119,"""LYDGATE""","""MORAL THERAPEUTICS.HE""",111,,middlemarch_sent1114_0,NULL,-2.0,criticize or denounce,0.4,0.12,0.727777777778,"Lydgate was not at all sure that the Vicar maligned himself.  A model clergyman, like a model doctor, ought to think his own profession the finest in the world, and take all knowledge as mere nourishment to his moral pathology and therapeutics.  He only said, ""What reason does Bulstrode give for superseding you?""",54
19030119,"""LYDGATE""","""MORAL PATHOLOGY""",111,,middlemarch_sent1114_0,NULL,-2.0,criticize or denounce,0.4,0.12,0.727777777778,"Lydgate was not at all sure that the Vicar maligned himself.  A model clergyman, like a model doctor, ought to think his own profession the finest in the world, and take all knowledge as mere nourishment to his moral pathology and therapeutics.  He only said, ""What reason does Bulstrode give for superseding you?""",55
19010902,"""YOU""","""NOTHING ELSE""",046,,middlemarch_sent610_0,NULL,7.0,engage in negotiation,0.416666666667,-0.23125,0.46875,"""Have you got nothing else for my breakfast, Pritchard?"" said Fred, to the servant who brought in coffee and buttered toast; while he walked round the table surveying the ham, potted beef, and other cold remnants, with an air of silent rejection, and polite forbearance from signs of disgust.",56
19040510,"""I""","""YOURSELF""",010,,middlemarch_sent1591_0,NULL,0.0,"make statement, not specified below",0.305555555556,0.25,0.333333333333,"""I shall begin to admit what you said of yourself when you first came here--that you are a bear, and want teaching by the birds.""",57
19040516,"""IT""","""EACH OTHER""",040,,middlemarch_sent1597_0,NULL,1.0,"consult, not specified below",0.75,-0.06875,0.65625,"    2d Gent.                          Why, true.                    The calendar hath not an evil day                    For souls made one by love, and even death                    Were sweetness, if it came like rolling waves                    While they two clasped each other, and foresaw                    No life apart.",58
19040517,"""DOROTHEA""","""HER DRESSING-ROOM AVENUE""",080,,middlemarch_sent1598_0,NULL,5.0,"yield, not specified below",0.527777777778,0.171527777778,0.35625," Mr. and Mrs. Casaubon, returning from their wedding journey, arrived at Lowick Manor in the middle of January.  A light snow was falling as they descended at the door, and in the morning, when Dorothea passed from her dressing-room avenue the blue-green boudoir that we know of, she saw the long avenue of limes lifting their trunks from a white earth, and spreading white branches against the dun and motionless sky. The distant flat shrank in uniform whiteness and low-hanging uniformity of cloud.  The very furniture in the room seemed to have shrunk since she saw it before: the stag in the tapestry looked more like a ghost in his ghostly blue-green world; the volumes of polite literature in the bookcase looked more like immovable imitations of books.  The bright fire of dry oak-boughs burning on the logs seemed an incongruous renewal of life and glow--like the figure of Dorothea herself as she entered carrying the red-leather cases containing the cameos for Celia.",59
19040518,FRAREB,"""HER OWN""",040,,middlemarch_sent1599_0,NULL,1.0,"consult, not specified below",0.305555555556,0.131111111111,0.388888888889,"She was glowing from her morning toilet as only healthful youth can glow: there was gem-like brightness on her coiled hair and in her hazel eyes; there was warm red life in her lips; her throat had a breathing whiteness above the differing white of the fur which itself seemed to wind about her neck and cling down her blue-gray pelisse with a tenderness gathered from her own, a sentient commingled innocence which kept its loveliness against the crystalline purity of the outdoor snow. As she laid the cameo-cases on the table in the bow-window, she unconsciously kept her hands on them, immediately absorbed in looking out on the still, white enclosure which made her visible world.",60
19081210,"""I""","""YOUR HEART""",013,,middlemarch_sent3266_0,NULL,0.4,make optimistic comment,0.227272727273,-0.00625,0.514583333333,"""That signifies nothing--what other men would think.  I've got a clear feeling inside me, and that I shall follow; and I hope your heart will go with me, Susan, in making everything as light as can be to Mary, poor child.""",61
19081210,"""OTHER MEN""","""A CLEAR FEELING""",046,,middlemarch_sent3266_0,NULL,7.0,engage in negotiation,0.227272727273,-0.00625,0.514583333333,"""That signifies nothing--what other men would think.  I've got a clear feeling inside me, and that I shall follow; and I hope your heart will go with me, Susan, in making everything as light as can be to Mary, poor child.""",62
19021017,"""I""","""YOU""",040,,middlemarch_sent1020_0,NULL,1.0,"consult, not specified below",0.5,0.39125,0.687777777778,"""I will let you hear my attempts, if you like,"" said Rosamond.  ""Papa is sure to insist on my singing.  But I shall tremble before you, who have heard the best singers in Paris.  I have heard very little: I have only once been to London.  But our organist at St. Peter's is a good musician, and I go on studying with him.""",63
19050420,"""LAND""","""I""",020,,middlemarch_sent1936_0,NULL,3.0,"appeal, not specified below",0.460526315789,-0.05125,0.455,"""I never _was_ covetous, Jane,"" she replied; ""but I have six children and have buried three, and I didn't marry into money.  The eldest, that sits there, is but nineteen--so I leave you to guess.  And stock always short, and land most awkward.  But if ever I've begged and prayed; it's been to God above; though where there's one brother a bachelor and the other childless after twice marrying--anybody might think!""",64
19050423,"""I""","""A LAUGH""",170,,middlemarch_sent1939_0,NULL,-7.0,"coerce, not specified below",0.0,0.14696969697,0.501515151515,"But I am sorry to say that Fred was under some difficulty in repressing a laugh, which would have been more unsuitable than his father's snuff-box. Fred had overheard Mr. Jonah suggesting something about a ""love-child,"" and with this thought in his mind, the stranger's face, which happened to be opposite him, affected him too ludicrously.  Mary Garth, discerning his distress in the twitchings of his mouth, and his recourse to a cough, came cleverly to his rescue by asking him to change seats with her, so that he got into a shadowy corner.  Fred was feeling as good-naturedly as possible towards everybody, including Rigg; and having some relenting towards all these people who were less lucky than he was aware of being himself, he would not for the world have behaved amiss; still, it was particularly easy to laugh.",65
19030829,"""AN ALMOST SOLEMN CADENCE""","""THE LAST SENTENCE""",046,,middlemarch_sent1336_0,NULL,7.0,engage in negotiation,0.0238095238095,0.08,0.123333333333,"The last sentence was spoken with an almost solemn cadence, and Will did not know what to say, since it would not be useful for him to embrace her slippers, and tell her that he would die for her: it was clear that she required nothing of the sort; and they were both silent for a moment or two, when Dorothea began again with an air of saying at last what had been in her mind beforehand.",66
19030829,"""HER""","""NOTHING OF THE SORT""",020,,middlemarch_sent1336_0,NULL,3.0,"appeal, not specified below",0.0238095238095,0.08,0.123333333333,"The last sentence was spoken with an almost solemn cadence, and Will did not know what to say, since it would not be useful for him to embrace her slippers, and tell her that he would die for her: it was clear that she required nothing of the sort; and they were both silent for a moment or two, when Dorothea began again with an air of saying at last what had been in her mind beforehand.",67
19030829,"""THE LAST SENTENCE""","""AN ALMOST SOLEMN CADENCE""",046,,middlemarch_sent1336_0,NULL,7.0,engage in negotiation,0.0238095238095,0.08,0.123333333333,"The last sentence was spoken with an almost solemn cadence, and Will did not know what to say, since it would not be useful for him to embrace her slippers, and tell her that he would die for her: it was clear that she required nothing of the sort; and they were both silent for a moment or two, when Dorothea began again with an air of saying at last what had been in her mind beforehand.",68
19030830,"""I""","""THE OTHER DAY""",010,,middlemarch_sent1337_0,NULL,0.0,"make statement, not specified below",0.535714285714,0.0695075757576,0.44375,"""I wanted to ask you again about something you said the other day. Perhaps it was half of it your lively way of speaking: I notice that you like to put things strongly; I myself often exaggerate when I speak hastily.""",69
19030830,"""I""","""YOU""",100,,middlemarch_sent1337_0,NULL,-5.0,"demand, not specified below",0.535714285714,0.0695075757576,0.44375,"""I wanted to ask you again about something you said the other day. Perhaps it was half of it your lively way of speaking: I notice that you like to put things strongly; I myself often exaggerate when I speak hastily.""",70
19030901,"""I""","""THE NECESSITY""",010,,middlemarch_sent1339_0,NULL,0.0,"make statement, not specified below",0.55,-0.114285714286,0.289285714286,"""I mean what you said about the necessity of knowing German--I mean, for the subjects that Mr. Casaubon is engaged in.  I have been thinking about it; and it seems to me that with Mr. Casaubon's learning he must have before him the same materials as German scholars--has he not?"" Dorothea's timidity was due to an indistinct consciousness that she was in the strange situation of consulting a third person about the adequacy of Mr. Casaubon's learning.",71
19030901,"""THE SUBJECTS""",DEUEDU,190,,middlemarch_sent1339_0,NULL,-10.0,"use conventional military force, not specified below",0.55,-0.114285714286,0.289285714286,"""I mean what you said about the necessity of knowing German--I mean, for the subjects that Mr. Casaubon is engaged in.  I have been thinking about it; and it seems to me that with Mr. Casaubon's learning he must have before him the same materials as German scholars--has he not?"" Dorothea's timidity was due to an indistinct consciousness that she was in the strange situation of consulting a third person about the adequacy of Mr. Casaubon's learning.",72
19071002,"""DOROTHEA""","""THE ROOM""",042,,middlemarch_sent2831_0,NULL,1.9,make a visit,1.0,-0.0518518518519,0.0962962962963,"Dorothea sank back in her chair when her uncle had left the room, and cast her eyes down meditatively on her crossed hands.",73
19071002,"""THE ROOM""","""DOROTHEA""",043,,middlemarch_sent2831_0,NULL,2.8,host a visit,1.0,-0.0518518518519,0.0962962962963,"Dorothea sank back in her chair when her uncle had left the room, and cast her eyes down meditatively on her crossed hands.",74
19090426,"""ROSAMOND""","""HER WORKTABLE""",020,,middlemarch_sent3403_0,NULL,3.0,"appeal, not specified below",0.0,0.45,0.67,"Rosamond was soon looking lovelier than ever at her worktable, enjoying drives in her father's phaeton and thinking it likely that she might be invited to Quallingham.  She knew that she was a much more exquisite ornament to the drawing-room there than any daughter of the family, and in reflecting that the gentlemen were aware of that, did not perhaps sufficiently consider whether the ladies would be eager to see themselves surpassed.",75
19020909,"""MOMENTS""","""HE""",020,,middlemarch_sent982_0,NULL,3.0,"appeal, not specified below",0.416666666667,0.274444444444,0.621111111111,"Lydgate, strong man as he was, turned pale and trembled: moments seemed to pass before he rose and stood at a distance from her.",76
19080213,"""THE CHURCH""","""MARY""",043,,middlemarch_sent2965_0,NULL,2.8,host a visit,0.0833333333333,0.106944444444,0.590277777778,"""No, I want to ask a great favor of you.  I am ashamed to bother you in this way; but Mary might listen to what you said, if you mentioned the subject to her--I mean about my going into the Church.""",77
19080213,"""MARY""","""THE CHURCH""",042,,middlemarch_sent2965_0,NULL,1.9,make a visit,0.0833333333333,0.106944444444,0.590277777778,"""No, I want to ask a great favor of you.  I am ashamed to bother you in this way; but Mary might listen to what you said, if you mentioned the subject to her--I mean about my going into the Church.""",78
19061119,"""LOWICK""","""I""",043,,middlemarch_sent2514_0,NULL,2.8,host a visit,0.583333333333,0.0,0.0,"""I shall be jealous when Tertius goes to Lowick,"" said Rosamond, dimpling, and speaking with aery lightness.  ""He will come back and think nothing of me.""",79
19061119,"""I""","""LOWICK""",042,,middlemarch_sent2514_0,NULL,1.9,make a visit,0.583333333333,0.0,0.0,"""I shall be jealous when Tertius goes to Lowick,"" said Rosamond, dimpling, and speaking with aery lightness.  ""He will come back and think nothing of me.""",80
19050722,"""LYDGATE""","""HER""",010,,middlemarch_sent2029_0,NULL,0.0,"make statement, not specified below",1.0,-0.0541666666667,0.504166666667,"Rosamond hesitated, and her cheeks were gathering a slight flush. Lydgate had never seen her in trouble since the morning of their engagement, and he had never felt so passionately towards her as at this moment.  He kissed the hesitating lips gently, as if to encourage them.",81
