date,actor1,actor2,goldstein_code,issue,sentence_number,no_idea,goldstein_score,event_description,modality,polarity,subjectivity,orignal_text,num
19140913,"""YOU""",GBR,140,,rainbow_sent5369_0,NULL,-6.5,"engage in political dissent, not specified below",0.634615384615,0.0258928571429,0.478571428571,"Well hi Joe how've ya been. Listen: Jew-zeppy—we're getting edgy about our youngest again. Would you try bothering a few of those jolly old London connections just once more? (Promise!!) Even if it's old news it'll be good news for Poppy and I. I still remember what you said when the awful word about the PT boat came in, before you knew how Jack was. I'll never forget your words then. It's every parent's dream, Joe, that it is.",18
19131215,"""THERE""","""YOU""",061,,rainbow_sent5097_0,NULL,6.4,cooperate economically,0.75,0.15,0.7,"And there's shit you won't be eating any more— They've been paying you to love it, But the time has come to shove it, And it isn't a resistance, it's a war.",19
19160221,"""WE""","""FADING SCARLET ACROSS THE MARBLE THAT LIES BEHIND""",042,,rainbow_sent5895_3,NULL,1.9,make a visit,0.125,0.0354166666667,0.439166666667,"under the blade. The glittering edge widening to a hallway, down, up which the soul is borne by an irresistible Aether. Gerhardt von Göll on his camera dolly, whooping with joy, barrel-assing down the long corridors at Nymphenburg. (Let us leave him here, in his transport, in his innocence. . . .) The numinous light grows ahead, almost blue among all this gilt and glass. The gilders worked naked and had their heads shaved bald—to get a static charge to hold the fluttering leaf they had first to run the brush through their pubic hair: genital electricity would shine forever down these gold vistas. But we have long left mad Ludwig and his Spanish dancer guttering, fading scarlet across the marble, shining so treacherously like sweet water ... already that lies behind. The ascent to the Merkabah, despite his last feeble vestiges of manhood, last gestures toward the possibility of magic, is irreversibly on route. ...",20
19120128,"""NOBODY""","""ALL THE""",100,,rainbow_sent4410_1,NULL,-5.0,"demand, not specified below",0.413793103448,0.129309481368,0.447131822426,"He wrote a long tract about it presently, called On Preterition. It had to be published in England, and is among the first books to've been not only banned but also ceremonially burned in Boston. Nobody wanted to hear about all the Preterite, the many God passes over when he chooses a few for salvation. William argued holiness for these ""second Sheep,"" without whom there'd be no elect. You can bet the Elect in Boston were pissed off about that. And it got worse. William felt that what Jesus was for the elect, Judas Iscariot was for the Preterite. Everything in the Creation has its equal and opposite counterpart. How can Jesus be an exception? could we feel for him anything but horror in the face of the unnatural, the extracreational? Well, if he is the son of man, and if what we feel is not horror but love, then we have to love Judas too. Right? How William avoided being burned for heresy, nobody knows. He must've had connections. They did finally 86 him out of Massachusetts Bay Colony—he thought about Rhode Island for a while but decided he wasn't that keen on an-tinomians either. So finally he sailed back to Old England, not in disgrace so much as despondency, and that's where he died, among memories of the blue hills, green maizefields, get-togethers over hemp and tobacco with the Indians, young women in upper rooms with their aprons lifted, pretty faces, hair spilling on the wood floors while underneath in the stables horses kicked and drunks hollered, the starts in the very early mornings when the backs of his herd glowed like pearl, the long, stony and surprising road to Boston, the rain on the Connecticut River, the snuffling good-nights of a hundred pigs among the new stars and long grass still warm from the sun, settling down to sleep. . . .",21
19120130,"""IT""","""TYRONE SLOTHROP""",020,,rainbow_sent4412_0,NULL,3.0,"appeal, not specified below",0.214285714286,0.137058080808,0.567406204906,"name of Judas Iscariot? It seems to Tyrone Slothrop that there might be a route back—maybe that anarchist he met in Zurich was right, maybe for a little while all the fences are down, one road as good as another, the whole space of the Zone cleared, depolarized, and somewhere inside the waste of it a single set of coordinates from which to proceed, without elect, without preterite, without even nationality to fuck it up. . . . Such are the vistas of thought that open up in Slothrop's head as he tags along after Ludwig. Is he drifting, or being led? The only control in the picture right now is the damned lemming. If she exists. The kid shows Slothrop photos he's packing in his wallet: Ursula, eyes bright and shy, peeking out from under a pile of cabbage leaves . . . Ursula in a cage decked with a giant ribbon and swastika'd seal, first prize in a Hitler Youth pet show . . . Ursula and the family cat, watching each other carefully across a tiled stretch of floor ... Ursula, front paws dangling and eyes drowsy, hanging out the pocket of Ludwig's Nazi cub-scout uniform. Some part of her is always blurred, too quick for the shutter. Even knowing when she was a baby what they'd be in for someday, still Ludwig has always loved her. He may be thinking that love can stop it from happening.",22
19120130,"""THE KID""","""SLOTHROP PHOTOS""",042,,rainbow_sent4412_1,NULL,1.9,make a visit,0.214285714286,0.137058080808,0.567406204906,"name of Judas Iscariot? It seems to Tyrone Slothrop that there might be a route back—maybe that anarchist he met in Zurich was right, maybe for a little while all the fences are down, one road as good as another, the whole space of the Zone cleared, depolarized, and somewhere inside the waste of it a single set of coordinates from which to proceed, without elect, without preterite, without even nationality to fuck it up. . . . Such are the vistas of thought that open up in Slothrop's head as he tags along after Ludwig. Is he drifting, or being led? The only control in the picture right now is the damned lemming. If she exists. The kid shows Slothrop photos he's packing in his wallet: Ursula, eyes bright and shy, peeking out from under a pile of cabbage leaves . . . Ursula in a cage decked with a giant ribbon and swastika'd seal, first prize in a Hitler Youth pet show . . . Ursula and the family cat, watching each other carefully across a tiled stretch of floor ... Ursula, front paws dangling and eyes drowsy, hanging out the pocket of Ludwig's Nazi cub-scout uniform. Some part of her is always blurred, too quick for the shutter. Even knowing when she was a baby what they'd be in for someday, still Ludwig has always loved her. He may be thinking that love can stop it from happening.",23
19120130,"""SLOTHROP PHOTOS""","""THE KID""",043,,rainbow_sent4412_1,NULL,2.8,host a visit,0.214285714286,0.137058080808,0.567406204906,"name of Judas Iscariot? It seems to Tyrone Slothrop that there might be a route back—maybe that anarchist he met in Zurich was right, maybe for a little while all the fences are down, one road as good as another, the whole space of the Zone cleared, depolarized, and somewhere inside the waste of it a single set of coordinates from which to proceed, without elect, without preterite, without even nationality to fuck it up. . . . Such are the vistas of thought that open up in Slothrop's head as he tags along after Ludwig. Is he drifting, or being led? The only control in the picture right now is the damned lemming. If she exists. The kid shows Slothrop photos he's packing in his wallet: Ursula, eyes bright and shy, peeking out from under a pile of cabbage leaves . . . Ursula in a cage decked with a giant ribbon and swastika'd seal, first prize in a Hitler Youth pet show . . . Ursula and the family cat, watching each other carefully across a tiled stretch of floor ... Ursula, front paws dangling and eyes drowsy, hanging out the pocket of Ludwig's Nazi cub-scout uniform. Some part of her is always blurred, too quick for the shutter. Even knowing when she was a baby what they'd be in for someday, still Ludwig has always loved her. He may be thinking that love can stop it from happening.",24
19060513,"""THE ROCKET""","""BRIDGE OF DIODES , ONE TETRODE""",100,,rainbow_sent2324_1,NULL,-5.0,"demand, not specified below",-0.0833333333333,0.229166666667,0.425,"moved through the magnetic field, electric current flowed in the coil. As the pendulum was pushed off center by the acceleration of launch, current would flow—the more acceleration, the more flow. So the Rocket, on its own side of the flight, sensed acceleration first. Men, tracking it, sensed position or distance first. To get to distance from acceleration, the Rocket had to integrate twice—needed a moving coil, transformers, electrolytic cell, bridge of diodes, one tetrode (an extra grid to screen away capacitive coupling inside the tube), an elaborate dance of design precautions to get to what human eyes saw first of all—the distance along the flight path.",25
19060513,"""CENTER""","""THE PENDULUM""",100,,rainbow_sent2324_0,NULL,-5.0,"demand, not specified below",-0.0833333333333,0.229166666667,0.425,"moved through the magnetic field, electric current flowed in the coil. As the pendulum was pushed off center by the acceleration of launch, current would flow—the more acceleration, the more flow. So the Rocket, on its own side of the flight, sensed acceleration first. Men, tracking it, sensed position or distance first. To get to distance from acceleration, the Rocket had to integrate twice—needed a moving coil, transformers, electrolytic cell, bridge of diodes, one tetrode (an extra grid to screen away capacitive coupling inside the tube), an elaborate dance of design precautions to get to what human eyes saw first of all—the distance along the flight path.",26
19060514,"""A LEVEL""","""THE OTHER SIDE OF THE CELL""",112,,rainbow_sent2325_2,NULL,-2.0,"accuse, not specified below",0.321428571429,0.139215686275,0.419117647059,"There was that backward symmetry again, one that Pointsman missed, but Katje didn't. ""A life of its own,"" she said. Slothrop remembers her reluctant smile, the Mediterranean afternoon, the peeling twist of a eucalyptus trunk, the same pink, in that weakening light, as the American officer's trousers Slothrop wore once upon a time, and the acid, the pungent smell of the leaves. . . . The current, flowing in the coil, passed a Wheatstone bridge and charged up a capacitor. The charge was the time integral of the current flowing in the coil and bridge. Advanced versions of this so-called ""IG"" guidance integrated twice, so that the charge gathering on one side of the capacitor grew directly as the distance the Rocket had traveled. Before launch, the other side of the cell had been charged up to a level representing the distance to a particular point out in space. Brennschluss exactly here would make the Rocket go on to hit 1000 yards east of Waterloo Station. At the instant the charge (accumulating in flight equaled the preset charge () on the other side, the capacitor discharged. A switch closed, fuel cut off, burning ended. The Rocket was on its own.",27
19060514,"""THE ROCKET""","""THE CHARGE GATHERING""",043,,rainbow_sent2325_1,NULL,2.8,host a visit,0.321428571429,0.139215686275,0.419117647059,"There was that backward symmetry again, one that Pointsman missed, but Katje didn't. ""A life of its own,"" she said. Slothrop remembers her reluctant smile, the Mediterranean afternoon, the peeling twist of a eucalyptus trunk, the same pink, in that weakening light, as the American officer's trousers Slothrop wore once upon a time, and the acid, the pungent smell of the leaves. . . . The current, flowing in the coil, passed a Wheatstone bridge and charged up a capacitor. The charge was the time integral of the current flowing in the coil and bridge. Advanced versions of this so-called ""IG"" guidance integrated twice, so that the charge gathering on one side of the capacitor grew directly as the distance the Rocket had traveled. Before launch, the other side of the cell had been charged up to a level representing the distance to a particular point out in space. Brennschluss exactly here would make the Rocket go on to hit 1000 yards east of Waterloo Station. At the instant the charge (accumulating in flight equaled the preset charge () on the other side, the capacitor discharged. A switch closed, fuel cut off, burning ended. The Rocket was on its own.",28
19060514,"""THE CHARGE GATHERING""","""THE ROCKET""",042,,rainbow_sent2325_1,NULL,1.9,make a visit,0.321428571429,0.139215686275,0.419117647059,"There was that backward symmetry again, one that Pointsman missed, but Katje didn't. ""A life of its own,"" she said. Slothrop remembers her reluctant smile, the Mediterranean afternoon, the peeling twist of a eucalyptus trunk, the same pink, in that weakening light, as the American officer's trousers Slothrop wore once upon a time, and the acid, the pungent smell of the leaves. . . . The current, flowing in the coil, passed a Wheatstone bridge and charged up a capacitor. The charge was the time integral of the current flowing in the coil and bridge. Advanced versions of this so-called ""IG"" guidance integrated twice, so that the charge gathering on one side of the capacitor grew directly as the distance the Rocket had traveled. Before launch, the other side of the cell had been charged up to a level representing the distance to a particular point out in space. Brennschluss exactly here would make the Rocket go on to hit 1000 yards east of Waterloo Station. At the instant the charge (accumulating in flight equaled the preset charge () on the other side, the capacitor discharged. A switch closed, fuel cut off, burning ended. The Rocket was on its own.",29
19060516,"""DIFFERENT PLACES INSIDE THE ZONE""","""THEY""",010,,rainbow_sent2327_0,NULL,0.0,"make statement, not specified below",0.380952380952,0.118181818182,0.565909090909,"point hung precise as the point where burning must end, never launched, never to fall. And what is the specific shape whose center of gravity is the Brennschluss Point? Don't jump at an infinite number of possible shapes. There's only one. It is most likely an interface between one order of things and another. There's a Brennschluss point for every firing site. They still hang up there, all of them, a constellation waiting to have a 13th sign of the Zodiac named for it... but they lie so close to Earth that from many places they can't be seen at all, and from different places inside the zone where they can be seen, they fall into completely different patterns. . . .",30
19060517,"""THEIR SOFTSOAPING""","""HE""",060,,rainbow_sent2328_2,NULL,6.0,"engage in material cooperation, not specified below",0.0603448275862,0.0592329545455,0.4234375,"Double integral is also the shape of lovers curled asleep, which is where Slothrop wishes he were now—all the way back with Katje, even lost as he might feel again, even more vulnerable than now— even (because he still honestly misses her), preserved by accident, in ways he can't help seeing, accident whose own much colder honesty each lover has only the other to protect him from. . . . Could he live like that? Would They ever agree to let him and Katje live like that? He's had nothing to say to anyone about her. It's not the gentlemanly reflex that made him edit, switch names, insert fantasies into the yarns he spun for Tantivy back in the ACHTUNG office, so much as the primitive fear of having a soul captured by a likeness of image or by a name. . . . He wants to preserve what he can of her from Their several entropies, from Their softsoaping and Their money: maybe he thinks that if he can do it for her he can also do it for himself . . . although that's awful close to nobility for Slothrop and The Penis He Thought Was His Own.",31
19060517,"""HE""","""THEIR SOFTSOAPING""",0231,,rainbow_sent2328_2,NULL,3.4,appeal for economic aid,0.0603448275862,0.0592329545455,0.4234375,"Double integral is also the shape of lovers curled asleep, which is where Slothrop wishes he were now—all the way back with Katje, even lost as he might feel again, even more vulnerable than now— even (because he still honestly misses her), preserved by accident, in ways he can't help seeing, accident whose own much colder honesty each lover has only the other to protect him from. . . . Could he live like that? Would They ever agree to let him and Katje live like that? He's had nothing to say to anyone about her. It's not the gentlemanly reflex that made him edit, switch names, insert fantasies into the yarns he spun for Tantivy back in the ACHTUNG office, so much as the primitive fear of having a soul captured by a likeness of image or by a name. . . . He wants to preserve what he can of her from Their several entropies, from Their softsoaping and Their money: maybe he thinks that if he can do it for her he can also do it for himself . . . although that's awful close to nobility for Slothrop and The Penis He Thought Was His Own.",32
19060517,"""HE""","""THEIR MONEY""",0231,,rainbow_sent2328_2,NULL,3.4,appeal for economic aid,0.0603448275862,0.0592329545455,0.4234375,"Double integral is also the shape of lovers curled asleep, which is where Slothrop wishes he were now—all the way back with Katje, even lost as he might feel again, even more vulnerable than now— even (because he still honestly misses her), preserved by accident, in ways he can't help seeing, accident whose own much colder honesty each lover has only the other to protect him from. . . . Could he live like that? Would They ever agree to let him and Katje live like that? He's had nothing to say to anyone about her. It's not the gentlemanly reflex that made him edit, switch names, insert fantasies into the yarns he spun for Tantivy back in the ACHTUNG office, so much as the primitive fear of having a soul captured by a likeness of image or by a name. . . . He wants to preserve what he can of her from Their several entropies, from Their softsoaping and Their money: maybe he thinks that if he can do it for her he can also do it for himself . . . although that's awful close to nobility for Slothrop and The Penis He Thought Was His Own.",33
19060517,"""THEIR MONEY""","""HE""",060,,rainbow_sent2328_2,NULL,6.0,"engage in material cooperation, not specified below",0.0603448275862,0.0592329545455,0.4234375,"Double integral is also the shape of lovers curled asleep, which is where Slothrop wishes he were now—all the way back with Katje, even lost as he might feel again, even more vulnerable than now— even (because he still honestly misses her), preserved by accident, in ways he can't help seeing, accident whose own much colder honesty each lover has only the other to protect him from. . . . Could he live like that? Would They ever agree to let him and Katje live like that? He's had nothing to say to anyone about her. It's not the gentlemanly reflex that made him edit, switch names, insert fantasies into the yarns he spun for Tantivy back in the ACHTUNG office, so much as the primitive fear of having a soul captured by a likeness of image or by a name. . . . He wants to preserve what he can of her from Their several entropies, from Their softsoaping and Their money: maybe he thinks that if he can do it for her he can also do it for himself . . . although that's awful close to nobility for Slothrop and The Penis He Thought Was His Own.",34
19090209,"""TWO OF THEIR DESCENDANTS""",USA,075,,rainbow_sent3327_0,NULL,7.0,grant asylum,0.65,0.2125,0.354166666667,"The Chicago Bar is being guarded outside by two of their descendants, kids in George Raft suits, many sizes too big, too many ever to grow into. One keeps coughing, in uncontrolled dying spasms. The other licks his lips and stares at Slothrop. Gunsels. When he mentions Säure Bummer's name, they move together in front of the door, shaking their heads. ""Look, I'm supposed to deliver him a package.""",35
19090208,"""IRON""","""CHUNKS OF CONCRETE""",173,,rainbow_sent3326_0,NULL,-5.0,"arrest, detain, or charge with legal action",0.0,-0.0895833333333,0.436666666667,"eye from some stuffed animal. . . . The strewn night. Dogs, spooked and shivering, run behind walls whose tops are broken like fever charts. Somewhere a gas leak warps for a minute into the death and after-rain smells. Ranks of blackened window-sockets run high up the sides of gutted apartment buildings. Chunks of concrete are held aloft by iron reinforcing rod that curls like black spaghetti, whole enormous heaps wiggling ominously overhead at your least passing brush by. . . . The smooth-faced Custodian of the Night hovers behind neutral eyes and smile, coiled and pale over the city, humming its hoarse lullabies. Young men spent the Inflation like this, alone in the street, no place to go into out of the black winters. Girls stayed up late on stoops or sitting on benches in lamplight by the rivers, waiting for business, but the young men had to walk by, ignored, hunching overpadded shoulders, money with no relation to anything it could buy, swelling, paper cancer in their billfolds. . . .",36
